locus_tag	ftype	length_bp	gene	EC_number	COG	product
SPN_0140_00373	CDS	804				hypothetical protein
SPN_0140_00374	CDS	756				hypothetical protein
SPN_0140_00375	CDS	2652	valS	6.1.1.9	COG0525	Valine--tRNA ligase
SPN_0140_00376	CDS	963				hypothetical protein
SPN_0140_00377	CDS	558				hypothetical protein
SPN_0140_00378	CDS	450				hypothetical protein
SPN_0140_00379	CDS	396				hypothetical protein
SPN_0140_00380	CDS	255				hypothetical protein
SPN_0140_00381	CDS	1335				hypothetical protein
SPN_0140_00382	CDS	234				hypothetical protein
SPN_0140_00383	CDS	243				hypothetical protein
SPN_0140_00384	CDS	183				hypothetical protein
SPN_0140_00385	CDS	780				hypothetical protein
SPN_0140_00386	CDS	351	rbfA			Ribosome-binding factor A
SPN_0140_00387	CDS	2793	infB			Translation initiation factor IF-2
SPN_0140_00388	CDS	300	rplGA		COG1358	putative ribosomal protein YlxQ
SPN_0140_00389	CDS	294				hypothetical protein
SPN_0140_00390	CDS	1125	nusA		COG0195	Transcription termination/antitermination protein NusA
SPN_0140_00391	CDS	480	rimP		COG0779	Ribosome maturation factor RimP
SPN_0140_00392	CDS	636	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
SPN_0140_00393	CDS	795				hypothetical protein
SPN_0140_00394	CDS	612				hypothetical protein
SPN_0140_00395	CDS	234				hypothetical protein
SPN_0140_00396	CDS	690				hypothetical protein
SPN_0140_00397	CDS	384				hypothetical protein
SPN_0140_00398	CDS	372				hypothetical protein
SPN_0140_00399	CDS	162				hypothetical protein
SPN_0140_00400	CDS	249				hypothetical protein
SPN_0140_00401	CDS	270				hypothetical protein
SPN_0140_00402	CDS	198				hypothetical protein
SPN_0140_00403	CDS	588				hypothetical protein
SPN_0140_00404	CDS	1626	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
SPN_0140_00405	CDS	1362	lcnD_1			Lactococcin A secretion protein LcnD
SPN_0140_00406	CDS	129				hypothetical protein
SPN_0140_00407	CDS	1341				hypothetical protein
SPN_0140_00408	CDS	738	agrA_1		COG3279	Accessory gene regulator protein A
SPN_0140_00409	CDS	339				hypothetical protein
SPN_0140_00410	CDS	330				hypothetical protein
SPN_0140_00411	CDS	1050				hypothetical protein
SPN_0140_00412	CDS	732	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
SPN_0140_00413	CDS	411	hit		COG0537	Protein hit
SPN_0140_00414	CDS	288				hypothetical protein
SPN_0140_00415	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
SPN_0140_00416	CDS	357				hypothetical protein
SPN_0140_00417	CDS	1824	dnaK			Chaperone protein DnaK
SPN_0140_00418	CDS	525	grpE		COG0576	Protein GrpE
SPN_0140_00419	CDS	1035	hrcA		COG1420	Heat-inducible transcription repressor HrcA
SPN_0140_00420	CDS	510				hypothetical protein
SPN_0140_00421	CDS	2334				hypothetical protein
SPN_0140_00422	CDS	1464		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
SPN_0140_00423	CDS	1551				hypothetical protein
SPN_0140_00424	CDS	798	xerC_2			Tyrosine recombinase XerC
SPN_0140_00425	CDS	609				hypothetical protein
SPN_0140_00426	CDS	1281				hypothetical protein
SPN_0140_00427	CDS	150				hypothetical protein
SPN_0140_00428	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
SPN_0140_00429	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
SPN_0140_00430	CDS	528				hypothetical protein
SPN_0140_00431	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
SPN_0140_00432	CDS	4911				hypothetical protein
SPN_0140_00433	CDS	1632				hypothetical protein
SPN_0140_00434	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
SPN_0140_00435	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
SPN_0140_00436	CDS	450				hypothetical protein
SPN_0140_00437	CDS	390				hypothetical protein
SPN_0140_00438	CDS	651				hypothetical protein
SPN_0140_00439	CDS	564	ribU		COG3601	Riboflavin transporter RibU
SPN_0140_00440	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
SPN_0140_00441	CDS	831	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
SPN_0140_00442	CDS	1683	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
SPN_0140_00443	CDS	258				hypothetical protein
SPN_0140_00444	CDS	549				hypothetical protein
SPN_0140_00445	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
SPN_0140_00446	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
SPN_0140_00447	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
SPN_0140_00448	CDS	225	lacE_1			PTS system lactose-specific EIICB component
SPN_0140_00449	CDS	189				hypothetical protein
SPN_0140_00450	CDS	171				hypothetical protein
SPN_0140_00451	CDS	285				hypothetical protein
SPN_0140_00452	CDS	219				hypothetical protein
SPN_0140_00453	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
SPN_0140_00454	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
SPN_0140_00455	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
SPN_0140_00456	CDS	123				hypothetical protein
SPN_0140_00457	CDS	705				hypothetical protein
SPN_0140_00458	CDS	1890				hypothetical protein
SPN_0140_00459	CDS	1566				hypothetical protein
SPN_0140_00460	CDS	741	glnQ_2			Glutamine transport ATP-binding protein GlnQ
SPN_0140_00461	CDS	216				hypothetical protein
SPN_0140_00462	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
SPN_0140_00463	CDS	357				hypothetical protein
SPN_0140_00464	CDS	237				hypothetical protein
SPN_0140_00465	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
SPN_0140_00466	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
SPN_0140_00467	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
SPN_0140_00468	CDS	1668				putative protein
SPN_0140_00469	CDS	366				putative protein
SPN_0140_00470	CDS	189	rpmB		COG0227	50S ribosomal protein L28
SPN_0140_00471	CDS	198	glyE			Glycosyltransferase GlyE
SPN_0140_00472	CDS	1545	prfC			Peptide chain release factor 3
SPN_0140_00473	CDS	303	gatC_2	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
SPN_0140_00474	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
SPN_0140_00475	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
SPN_0140_00476	CDS	561	efp			Elongation factor P
SPN_0140_00477	CDS	390				putative protein
SPN_0140_00478	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
SPN_0140_00479	CDS	228				hypothetical protein
SPN_0140_00480	CDS	2898	nanA_1	3.2.1.18	COG4409	Sialidase A
SPN_0140_00481	CDS	96				hypothetical protein
SPN_0140_00482	CDS	453				hypothetical protein
SPN_0140_00483	CDS	1338				hypothetical protein
SPN_0140_00484	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
SPN_0140_00485	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
SPN_0140_00486	CDS	2094	nanB_1	3.2.1.18	COG4409	Sialidase B
SPN_0140_00487	CDS	1104	yjhC_1	1.-.-.-	COG0673	putative oxidoreductase YjhC
SPN_0140_00488	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
SPN_0140_00489	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
SPN_0140_00490	CDS	1329				hypothetical protein
SPN_0140_00491	CDS	888	lacF_1			Lactose transport system permease protein LacF
SPN_0140_00492	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
SPN_0140_00493	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
SPN_0140_00494	CDS	345				hypothetical protein
SPN_0140_00495	CDS	645				hypothetical protein
SPN_0140_00496	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
SPN_0140_00497	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
SPN_0140_00498	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
SPN_0140_00499	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
SPN_0140_00500	CDS	597	recR		COG0353	Recombination protein RecR
SPN_0140_00501	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
SPN_0140_00502	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
SPN_0140_00503	CDS	576				hypothetical protein
SPN_0140_00504	CDS	705				hypothetical protein
SPN_0140_00505	CDS	1374	ftsA		COG0849	Cell division protein FtsA
SPN_0140_00506	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
SPN_0140_00507	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
SPN_0140_00508	CDS	540	sepF		COG1799	Cell division protein SepF
SPN_0140_00509	CDS	264				hypothetical protein
SPN_0140_00510	CDS	786				hypothetical protein
SPN_0140_00511	CDS	789	divIVA		COG3599	Cell division protein DivIVA
SPN_0140_00512	CDS	2793	ileS	6.1.1.5		Isoleucine--tRNA ligase
SPN_0140_00513	CDS	381				hypothetical protein
SPN_0140_00514	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
SPN_0140_00515	CDS	2412				hypothetical protein
SPN_0140_00516	CDS	702			COG1136	putative ABC transporter ATP-binding protein
SPN_0140_00517	CDS	2709				hypothetical protein
SPN_0140_00518	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
SPN_0140_00519	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
SPN_0140_00520	CDS	849	mntB			Manganese transport system membrane protein MntB
SPN_0140_00521	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
SPN_0140_00522	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
SPN_0140_00523	CDS	630		3.-.-.-		putative metallo-hydrolase
SPN_0140_00524	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
SPN_0140_00525	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
SPN_0140_00526	CDS	114				hypothetical protein
SPN_0140_00527	CDS	279				hypothetical protein
SPN_0140_00528	CDS	519				hypothetical protein
SPN_0140_00529	CDS	651	dtxR			Diphtheria toxin repressor
SPN_0140_00530	CDS	843				hypothetical protein
SPN_0140_00531	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
SPN_0140_00532	CDS	303				hypothetical protein
SPN_0140_00533	CDS	1074				hypothetical protein
SPN_0140_00534	CDS	678	graR		COG0745	Response regulator protein GraR
SPN_0140_00535	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
SPN_0140_00536	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
SPN_0140_00537	CDS	324				hypothetical protein
SPN_0140_00538	CDS	201				hypothetical protein
SPN_0140_00539	CDS	630				hypothetical protein
SPN_0140_00540	CDS	270	rpsO		COG0184	30S ribosomal protein S15
SPN_0140_00541	CDS	615				hypothetical protein
SPN_0140_00542	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
SPN_0140_00543	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
SPN_0140_00544	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
SPN_0140_00545	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
SPN_0140_00546	CDS	1104	thiO	1.4.3.19		Glycine oxidase
SPN_0140_00547	CDS	1020	lnpD	5.1.3.2		UDP-glucose 4-epimerase
SPN_0140_00548	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
SPN_0140_00549	CDS	213				hypothetical protein
SPN_0140_00550	CDS	477				hypothetical protein
SPN_0140_00551	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
SPN_0140_00552	CDS	339				hypothetical protein
SPN_0140_00553	CDS	630				hypothetical protein
SPN_0140_00554	CDS	1152				hypothetical protein
SPN_0140_00555	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
SPN_0140_00556	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
SPN_0140_00557	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
SPN_0140_00558	CDS	213				IS3 family transposase ISSpn11
SPN_0140_00559	CDS	168				hypothetical protein
SPN_0140_00560	CDS	138				hypothetical protein
SPN_0140_00561	CDS	609				IS3 family transposase ISSpn11
SPN_0140_00562	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
SPN_0140_00563	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
SPN_0140_00564	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
SPN_0140_00565	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
SPN_0140_00566	CDS	1227	yhjX			putative MFS-type transporter YhjX
SPN_0140_00567	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
SPN_0140_00568	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
SPN_0140_00569	CDS	576				hypothetical protein
SPN_0140_00570	tRNA	88				tRNA-Leu(aag)
SPN_0140_00571	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
SPN_0140_00572	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SPN_0140_00573	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
SPN_0140_00574	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
SPN_0140_00575	CDS	678	dnaD		COG3935	DNA replication protein DnaD
SPN_0140_00576	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
SPN_0140_00577	CDS	1506				hypothetical protein
SPN_0140_00578	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
SPN_0140_00579	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
SPN_0140_00580	CDS	171				hypothetical protein
SPN_0140_00581	CDS	1209	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
SPN_0140_00582	CDS	588	engB		COG0218	putative GTP-binding protein EngB
SPN_0140_00583	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
SPN_0140_00584	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
SPN_0140_00585	CDS	978			COG0391	Putative gluconeogenesis factor
SPN_0140_00586	CDS	912	whiA		COG1481	putative cell division protein WhiA
SPN_0140_00587	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
SPN_0140_00588	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
SPN_0140_00589	CDS	780				hypothetical protein
SPN_0140_00590	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
SPN_0140_00591	CDS	375				hypothetical protein
SPN_0140_00592	CDS	849			COG1307	DegV domain-containing protein
SPN_0140_00593	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
SPN_0140_00594	CDS	1185	cca	2.7.7.72		CCA-adding enzyme
SPN_0140_00595	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
SPN_0140_00596	CDS	1185	fieF			Ferrous-iron efflux pump FieF
SPN_0140_00597	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
SPN_0140_00598	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
SPN_0140_00599	CDS	411	def_1	3.5.1.88	COG0242	Peptide deformylase
SPN_0140_00600	CDS	1596				hypothetical protein
SPN_0140_00601	CDS	165				hypothetical protein
SPN_0140_00602	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
SPN_0140_00603	CDS	549				hypothetical protein
SPN_0140_00604	CDS	432				hypothetical protein
SPN_0140_00605	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
SPN_0140_00606	CDS	366				hypothetical protein
SPN_0140_00607	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SPN_0140_00608	CDS	291	rpsF		COG0360	30S ribosomal protein S6
SPN_0140_00609	CDS	471	ssb_1		COG0629	Single-stranded DNA-binding protein
SPN_0140_00610	CDS	240	rpsR		COG0238	30S ribosomal protein S18
SPN_0140_00611	CDS	1401				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
SPN_0140_00612	CDS	360	yugI		COG1098	General stress protein 13
SPN_0140_00613	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
SPN_0140_00614	CDS	300				hypothetical protein
SPN_0140_00615	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
SPN_0140_00616	CDS	513				hypothetical protein
SPN_0140_00617	CDS	504				hypothetical protein
SPN_0140_00618	CDS	195				hypothetical protein
SPN_0140_00619	CDS	1446	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
SPN_0140_00620	CDS	1623	murJ		COG2244	Lipid II flippase MurJ
SPN_0140_00621	CDS	1959	sarA_2		COG4166	Oligopeptide-binding protein SarA
SPN_0140_00622	CDS	957	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
SPN_0140_00623	CDS	723	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
SPN_0140_00624	CDS	1095	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
SPN_0140_00625	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
SPN_0140_00626	CDS	3099	rapA	3.6.4.-		RNA polymerase-associated protein RapA
SPN_0140_00627	CDS	618				hypothetical protein
SPN_0140_00628	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
SPN_0140_00629	CDS	465				hypothetical protein
SPN_0140_00630	CDS	495				hypothetical protein
SPN_0140_00631	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
SPN_0140_00632	CDS	483	greA			Transcription elongation factor GreA
SPN_0140_00633	CDS	408				hypothetical protein
SPN_0140_00634	CDS	429				hypothetical protein
SPN_0140_00635	CDS	594				hypothetical protein
SPN_0140_00636	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
SPN_0140_00637	CDS	1278	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
SPN_0140_00638	CDS	1269				hypothetical protein
SPN_0140_00639	CDS	123				hypothetical protein
SPN_0140_00640	CDS	369				hypothetical protein
SPN_0140_00641	CDS	267				hypothetical protein
SPN_0140_00642	CDS	3510	mfd	3.6.4.-		Transcription-repair-coupling factor
SPN_0140_00643	CDS	570	pth	3.1.1.29		Peptidyl-tRNA hydrolase
SPN_0140_00644	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
SPN_0140_00645	CDS	195				hypothetical protein
SPN_0140_00646	CDS	1137	dnaN		COG0592	Beta sliding clamp
SPN_0140_00647	CDS	1362	dnaA			Chromosomal replication initiator protein DnaA
SPN_0140_00648	CDS	744	spo0J		COG1475	Stage 0 sporulation protein J
SPN_0140_00649	CDS	1182	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
SPN_0140_00650	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
SPN_0140_00651	tRNA	74				tRNA-Arg(tct)
SPN_0140_00652	CDS	126	comC2			Competence-stimulating peptide type 2
SPN_0140_00653	CDS	1326				hypothetical protein
SPN_0140_00654	CDS	753	agrA_2		COG3279	Accessory gene regulator protein A
SPN_0140_00655	tRNA	72				tRNA-Glu(ttc)
SPN_0140_00656	tRNA	74				tRNA-Asn(gtt)
SPN_0140_00657	CDS	543				hypothetical protein
SPN_0140_00658	CDS	684				hypothetical protein
SPN_0140_00659	CDS	2553				hypothetical protein
SPN_0140_00660	CDS	1623	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
SPN_0140_00661	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
SPN_0140_00662	CDS	1479	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
SPN_0140_00663	CDS	1098	recF		COG1195	DNA replication and repair protein RecF
SPN_0140_00664	CDS	369				hypothetical protein
SPN_0140_00665	CDS	1251				hypothetical protein
SPN_0140_00666	CDS	1284		3.4.24.-	COG0612	putative zinc protease
SPN_0140_00667	CDS	822				hypothetical protein
SPN_0140_00668	CDS	546	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SPN_0140_00669	CDS	828	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
SPN_0140_00670	CDS	840	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
SPN_0140_00671	CDS	795	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
SPN_0140_00672	CDS	819	mreC		COG1792	Cell shape-determining protein MreC
SPN_0140_00673	CDS	495				hypothetical protein
SPN_0140_00674	CDS	1179				hypothetical protein
SPN_0140_00675	CDS	780	rpsB			30S ribosomal protein S2
SPN_0140_00676	CDS	1041	tsf		COG0264	Elongation factor Ts
SPN_0140_00677	CDS	324				hypothetical protein
SPN_0140_00678	CDS	267				IS630 family transposase ISSpn2
SPN_0140_00679	CDS	399				hypothetical protein
SPN_0140_00680	CDS	921	cysK	2.5.1.47		Cysteine synthase
SPN_0140_00681	CDS	636	yigZ		COG1739	IMPACT family member YigZ
SPN_0140_00682	CDS	1299	comFA	3.6.4.12	COG4098	ComF operon protein 1
SPN_0140_00683	CDS	663				hypothetical protein
SPN_0140_00684	CDS	549	hpf			Ribosome hibernation promotion factor
SPN_0140_00685	CDS	1974	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
SPN_0140_00686	CDS	453	rplI			50S ribosomal protein L9
SPN_0140_00687	CDS	1353	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
SPN_0140_00688	CDS	267				hypothetical protein
SPN_0140_00689	CDS	1347				hypothetical protein
SPN_0140_00690	CDS	291				hypothetical protein
SPN_0140_00691	CDS	759	ribX			Riboflavin transport system permease protein RibX
SPN_0140_00692	CDS	1008	thiY		COG0715	Formylaminopyrimidine-binding protein
SPN_0140_00693	CDS	729	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
SPN_0140_00694	CDS	459	ctsR		COG4463	Transcriptional regulator CtsR
SPN_0140_00695	CDS	2433	clpC_2			ATP-dependent Clp protease ATP-binding subunit ClpC
SPN_0140_00696	CDS	654	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
SPN_0140_00697	CDS	1332	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
SPN_0140_00698	CDS	528				hypothetical protein
SPN_0140_00699	CDS	2046				hypothetical protein
SPN_0140_00700	CDS	528				ISL3 family transposase ISSpn14
SPN_0140_00701	CDS	783	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
SPN_0140_00702	CDS	615	pnuC		COG3201	Nicotinamide riboside transporter PnuC
SPN_0140_00703	CDS	639				hypothetical protein
SPN_0140_00704	CDS	357				hypothetical protein
SPN_0140_00705	CDS	93				hypothetical protein
SPN_0140_00706	CDS	1623				hypothetical protein
SPN_0140_00707	CDS	981	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
SPN_0140_00708	CDS	873	hslO			33 kDa chaperonin
SPN_0140_00709	CDS	1410				hypothetical protein
SPN_0140_00710	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
SPN_0140_00711	CDS	1827	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
SPN_0140_00712	CDS	705	glpF		COG0580	putative glycerol uptake facilitator protein
SPN_0140_00713	CDS	588				hypothetical protein
SPN_0140_00714	CDS	414	ltrA		COG3344	Group II intron-encoded protein LtrA
SPN_0140_00715	CDS	609				hypothetical protein
SPN_0140_00716	CDS	309				hypothetical protein
SPN_0140_00717	CDS	1179				hypothetical protein
SPN_0140_00718	CDS	1551	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
SPN_0140_00719	CDS	1245				hypothetical protein
SPN_0140_00720	CDS	240	dltC		COG0236	D-alanyl carrier protein
SPN_0140_00721	CDS	1269	dltD		COG3966	Protein DltD
SPN_0140_00722	CDS	441	adcR			Transcriptional regulator AdcR
SPN_0140_00723	CDS	705	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
SPN_0140_00724	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
SPN_0140_00725	CDS	1506				hypothetical protein
SPN_0140_00726	CDS	966				hypothetical protein
SPN_0140_00727	CDS	774	srlR_2		COG1349	Glucitol operon repressor
SPN_0140_00728	CDS	1404	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
SPN_0140_00729	CDS	639	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
SPN_0140_00730	CDS	441	fucU	5.1.3.29	COG4154	L-fucose mutarotase
SPN_0140_00731	CDS	444	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
SPN_0140_00732	CDS	471	levE_2	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
SPN_0140_00733	CDS	774	sorC_2		COG3715	PTS system sorbose-specific EIIC component
SPN_0140_00734	CDS	801	manZ_3		COG3716	PTS system mannose-specific EIID component
SPN_0140_00735	CDS	2295				hypothetical protein
SPN_0140_00736	CDS	3117				hypothetical protein
SPN_0140_00737	CDS	1767	fucI	5.3.1.25	COG2407	L-fucose isomerase
SPN_0140_00738	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
SPN_0140_00739	CDS	900	qmcA		COG0330	Protein QmcA
SPN_0140_00740	CDS	252				hypothetical protein
SPN_0140_00741	CDS	291				hypothetical protein
SPN_0140_00742	CDS	1332		3.4.13.-		Putative dipeptidase
SPN_0140_00743	CDS	1512				hypothetical protein
SPN_0140_00744	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
SPN_0140_00745	CDS	1017	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
SPN_0140_00746	CDS	1230	arcA	3.5.3.6	COG2235	Arginine deiminase
SPN_0140_00747	CDS	1680				hypothetical protein
SPN_0140_00748	CDS	2085				hypothetical protein
SPN_0140_00749	CDS	1281				hypothetical protein
SPN_0140_00750	CDS	2646	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
SPN_0140_00751	CDS	882	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
SPN_0140_00752	CDS	1881				hypothetical protein
SPN_0140_00753	CDS	216				hypothetical protein
